fips,CTYNAME,YEAR,Total,Total_Males,Total_Female,White_Male,White_Female,Black_Male,Black_Female,Native_Amer_Male,Native_Amer_Female,Asian_Male,Asian_Female,Hispanic_Male,Hispanic_Female
161,Roanoke County,2012,92738,44293,48445,39753,43473,2388,2638,83,78,1361,1492,1133,1158
161,Roanoke County,2013,93311,44708,48603,40028,43533,2478,2705,92,77,1357,1506,1205,1209
161,Roanoke County,2014,93378,44839,48539,40041,43333,2543,2777,97,75,1392,1553,1210,1237
161,Roanoke County,2015,93376,44867,48509,39926,43190,2566,2815,109,71,1458,1613,1332,1321
161,Roanoke County,2016,93528,44984,48544,39895,43093,2664,2875,108,75,1471,1655,1399,1419
161,Roanoke County,2017,93939,45259,48680,39948,43141,2819,2893,114,89,1511,1694,1463,1464
161,Roanoke County,2018,94086,45346,48740,39926,43098,2905,2942,117,93,1502,1713,1497,1523
161,Roanoke County,2019,94186,45381,48805,39790,43008,3026,3006,112,94,1525,1757,1556,1558
163,Rockbridge County,2010,22346,11039,11307,10481,10751,306,288,56,53,45,62,145,155
163,Rockbridge County,2011,22445,11068,11377,10492,10789,310,300,60,59,47,63,146,175
163,Rockbridge County,2012,22378,11043,11335,10468,10719,302,319,63,58,49,69,152,167
163,Rockbridge County,2013,22328,11015,11313,10433,10703,306,306,61,61,54,73,155,167
163,Rockbridge County,2014,22432,11070,11362,10472,10736,316,308,66,63,57,76,169,190
163,Rockbridge County,2015,22396,11081,11315,10477,10687,316,305,68,62,53,75,182,190
163,Rockbridge County,2016,22450,11152,11298,10507,10665,346,304,72,65,52,75,199,198
163,Rockbridge County,2017,22668,11225,11443,10530,10733,382,344,73,67,62,93,233,217
163,Rockbridge County,2018,22761,11246,11515,10547,10796,394,350,66,71,59,93,239,232
163,Rockbridge County,2019,22573,11166,11407,10445,10672,399,347,68,74,64,104,238,222
165,Rockingham County,2010,76408,37511,38897,35828,37370,793,562,239,211,202,270,2158,1967
165,Rockingham County,2011,76861,37760,39101,36002,37535,810,574,243,217,217,279,2209,2024
165,Rockingham County,2012,77137,37793,39344,36001,37718,818,608,232,214,222,285,2304,2099
165,Rockingham County,2013,77419,37954,39465,36127,37775,836,642,237,215,235,290,2441,2180
165,Rockingham County,2014,77878,38190,39688,36280,37941,874,659,233,218,254,300,2545,2263
165,Rockingham County,2015,78445,38539,39906,36511,38053,952,717,229,219,275,321,2678,2367
165,Rockingham County,2016,79367,39067,40300,36919,38373,1008,753,243,222,293,348,2811,2499
165,Rockingham County,2017,80397,39519,40878,37289,38899,1059,791,247,219,314,359,2926,2635
165,Rockingham County,2018,81261,40019,41242,37629,39144,1117,854,257,221,345,397,3068,2747
165,Rockingham County,2019,81948,40245,41703,37725,39458,1170,912,265,231,366,434,3188,2912
167,Russell County,2010,28878,14154,14724,13888,14477,135,101,25,28,38,20,154,131
167,Russell County,2011,28683,14033,14650,13758,14400,138,103,26,29,38,20,156,147
167,Russell County,2012,28427,13916,14511,13629,14254,150,100,26,30,35,23,150,138
167,Russell County,2013,28336,13874,14462,13572,14198,155,97,29,32,35,22,149,157
167,Russell County,2014,28077,13732,14345,13389,14066,182,96,30,32,33,21,166,152
167,Russell County,2015,27854,13619,14235,13281,13949,179,102,32,37,31,21,173,165
167,Russell County,2016,27422,13405,14017,13071,13742,172,102,32,33,29,21,189,171
167,Russell County,2017,27046,13270,13776,12928,13499,174,103,33,36,29,25,190,165
167,Russell County,2018,26795,13106,13689,12746,13394,182,114,33,36,33,29,201,175
167,Russell County,2019,26586,12987,13599,12634,13308,171,114,35,36,35,29,201,172
169,Scott County,2010,23128,11454,11674,11267,11485,79,62,28,22,12,24,142,101
169,Scott County,2011,23053,11528,11525,11328,11339,88,64,28,23,12,24,144,112
169,Scott County,2012,22954,11471,11483,11258,11285,95,60,25,26,14,29,153,131
169,Scott County,2013,22768,11386,11382,11161,11179,93,57,26,27,14,29,147,137
169,Scott County,2014,22519,11259,11260,11024,11054,105,59,35,32,15,27,150,127
169,Scott County,2015,22296,11170,11126,10923,10904,111,67,34,33,16,28,147,139
169,Scott County,2016,22082,11078,11004,10831,10771,104,69,35,34,16,28,154,143
169,Scott County,2017,21893,10997,10896,10725,10664,113,67,34,34,16,25,153,146
169,Scott County,2018,21672,10896,10776,10629,10547,112,64,32,31,15,25,159,152
169,Scott County,2019,21566,10842,10724,10559,10481,126,71,34,34,16,25,163,154
171,Shenandoah County,2010,42052,20548,21504,19657,20620,430,360,84,81,93,135,1393,1204
171,Shenandoah County,2011,42266,20620,21646,19648,20725,458,374,88,81,113,145,1427,1255
171,Shenandoah County,2012,42530,20782,21748,19748,20786,517,387,88,82,121,165,1458,1285
171,Shenandoah County,2013,42506,20781,21725,19705,20700,531,398,90,82,130,203,1453,1335
171,Shenandoah County,2014,42729,20860,21869,19706,20771,560,431,96,86,143,230,1487,1339
171,Shenandoah County,2015,42848,20946,21902,19696,20750,578,453,104,93,165,234,1542,1389
171,Shenandoah County,2016,42907,21032,21875,19747,20685,594,474,104,84,170,251,1614,1426
171,Shenandoah County,2017,43276,21216,22060,19869,20811,627,504,101,89,184,275,1704,1482
171,Shenandoah County,2018,43473,21318,22155,19938,20851,667,549,98,89,188,281,1737,1498
171,Shenandoah County,2019,43616,21400,22216,19987,20834,670,599,102,97,196,288,1712,1495
173,Smyth County,2010,32198,15703,16495,15174,15945,343,322,19,26,32,49,280,255
173,Smyth County,2011,32047,15706,16341,15161,15763,340,327,19,27,39,65,299,249
173,Smyth County,2012,31896,15622,16274,15072,15667,331,326,21,27,44,78,312,282
173,Smyth County,2013,31772,15581,16191,15027,15570,340,346,21,31,37,70,328,283
173,Smyth County,2014,31573,15476,16097,14908,15460,335,350,24,33,44,68,300,299
173,Smyth County,2015,31419,15497,15922,14845,15288,416,349,26,34,56,66,309,292
173,Smyth County,2016,31126,15295,15831,14662,15204,384,329,19,32,71,72,314,310
173,Smyth County,2017,30731,15095,15636,14467,15035,374,318,20,28,83,69,312,299
173,Smyth County,2018,30454,14950,15504,14291,14893,396,322,21,29,86,69,311,305
173,Smyth County,2019,30104,14716,15388,14050,14753,402,346,22,32,85,68,301,304
175,Southampton County,2010,18640,9737,8903,5865,5449,3689,3269,34,36,21,27,99,103
175,Southampton County,2011,18638,9744,8894,5837,5433,3718,3274,31,36,23,26,115,111
175,Southampton County,2012,18507,9667,8840,5812,5443,3666,3202,36,37,25,26,121,118
175,Southampton County,2013,18329,9575,8754,5835,5425,3555,3142,29,37,26,27,123,109
175,Southampton County,2014,18223,9511,8712,5815,5421,3496,3077,34,39,27,31,118,121
175,Southampton County,2015,18136,9418,8718,5747,5429,3454,3063,35,44,31,35,118,136
175,Southampton County,2016,18080,9404,8676,5771,5431,3396,3009,37,44,30,40,130,144
175,Southampton County,2017,17841,9267,8574,5770,5359,3253,2970,39,45,32,44,143,153
175,Southampton County,2018,17713,9195,8518,5725,5304,3204,2955,43,46,35,52,158,165
175,Southampton County,2019,17631,9117,8514,5669,5313,3186,2939,41,54,37,53,169,190
177,Spotsylvania County,2010,122976,60232,62744,47373,49112,9458,9859,248,255,1319,1647,4724,4691
177,Spotsylvania County,2011,124537,61072,63465,48052,49737,9519,9853,261,248,1318,1679,4842,4892
177,Spotsylvania County,2012,125827,61718,64109,48332,50097,9742,9986,266,253,1350,1754,5019,4967
177,Spotsylvania County,2013,127392,62552,64840,48804,50486,9868,10153,267,259,1424,1839,5235,5222
177,Spotsylvania County,2014,128804,63353,65451,49188,50674,10112,10404,299,271,1497,1939,5550,5471
177,Spotsylvania County,2015,129948,63861,66087,49401,50948,10374,10621,313,279,1486,1966,5809,5685
177,Spotsylvania County,2016,131252,64546,66706,49718,51175,10596,10859,319,296,1533,2035,6170,6035
177,Spotsylvania County,2017,132739,65221,67518,50041,51513,10904,11235,305,290,1568,2103,6562,6333
177,Spotsylvania County,2018,134011,65870,68141,50259,51610,11249,11608,300,297,1577,2122,6921,6709
177,Spotsylvania County,2019,136215,67033,69182,50716,52043,11770,12027,316,324,1643,2216,7431,7172
179,Stafford County,2010,129832,65324,64508,49924,48105,11295,11371,351,360,1546,2249,5973,6056
179,Stafford County,2011,132200,66490,65710,50543,48933,11620,11574,381,402,1596,2290,6242,6318
179,Stafford County,2012,133368,66749,66619,50530,49463,11733,11744,415,395,1636,2408,6648,6735
179,Stafford County,2013,135923,68142,67781,51436,50150,12039,12065,438,405,1689,2465,7046,7170
179,Stafford County,2014,138791,69680,69111,52103,50738,12548,12472,453,422,1852,2614,7781,7774
179,Stafford County,2015,140868,70847,70021,52713,50941,12834,12908,451,430,2004,2758,8307,8179
179,Stafford County,2016,143501,72442,71059,53604,51435,13221,13238,514,432,2109,2873,9021,8601
179,Stafford County,2017,146792,74135,72657,54308,52056,13935,13905,549,440,2210,2995,9675,9201
179,Stafford County,2018,149824,75640,74184,54778,52710,14572,14487,611,478,2313,3063,10430,9956
179,Stafford County,2019,152882,77178,75704,55339,53091,15296,15290,637,518,2358,3135,11098,10575
181,Surry County,2010,7044,3468,3576,1860,1780,1526,1725,20,7,11,12,48,41
181,Surry County,2011,6921,3413,3508,1861,1767,1468,1666,19,8,12,14,49,42
181,Surry County,2012,6839,3373,3466,1847,1747,1442,1640,19,9,13,14,55,49
181,Surry County,2013,6787,3373,3414,1844,1728,1440,1599,19,11,14,16,66,56
181,Surry County,2014,6780,3344,3436,1842,1775,1408,1571,21,9,14,15,72,59
181,Surry County,2015,6671,3276,3395,1814,1748,1364,1553,21,10,15,18,79,64
181,Surry County,2016,6554,3197,3357,1783,1735,1312,1527,21,9,15,17,75,66
181,Surry County,2017,6503,3210,3293,1794,1716,1317,1483,21,9,16,18,82,76
181,Surry County,2018,6463,3193,3270,1818,1718,1273,1455,21,8,15,17,85,87
181,Surry County,2019,6422,3186,3236,1830,1714,1248,1420,21,8,15,17,87,88
183,Sussex County,2010,12011,7022,4989,2685,2136,4235,2778,23,15,26,21,171,101
183,Sussex County,2011,12086,7096,4990,2694,2138,4295,2768,22,20,27,21,167,100
183,Sussex County,2012,11924,7050,4874,2672,2089,4271,2698,22,19,24,21,176,109
183,Sussex County,2013,11766,6979,4787,2612,2041,4262,2653,22,24,23,19,177,116
183,Sussex County,2014,11723,6939,4784,2643,2044,4183,2632,26,24,25,24,194,122
183,Sussex County,2015,11692,6940,4752,2584,2047,4222,2600,28,23,32,29,190,139
183,Sussex County,2016,11414,6735,4679,2548,2030,4054,2532,31,23,30,28,200,139
183,Sussex County,2017,11379,6771,4608,2585,2051,4053,2445,32,25,24,20,199,139
183,Sussex County,2018,11241,6656,4585,2546,2038,3972,2422,32,25,24,22,195,154
183,Sussex County,2019,11159,6648,4511,2565,2042,3929,2334,34,30,27,24,205,162
185,Tazewell County,2010,45117,22363,22754,21052,21921,929,459,29,27,138,153,196,110
185,Tazewell County,2011,44730,22218,22512,20894,21670,937,446,30,29,142,158,201,121
185,Tazewell County,2012,44264,21989,22275,20656,21422,944,461,31,31,144,154,217,134
185,Tazewell County,2013,44017,21860,22157,20474,21258,958,468,37,35,158,167,223,156
185,Tazewell County,2014,43379,21529,21850,20157,20953,943,459,40,42,153,164,225,164
185,Tazewell County,2015,42905,21325,21580,19948,20710,945,446,38,42,152,155,247,164
185,Tazewell County,2016,42155,20958,21197,19608,20348,920,415,37,41,144,151,241,171
185,Tazewell County,2017,41303,20490,20813,19200,19999,876,398,34,39,129,145,234,170
185,Tazewell County,2018,41058,20313,20745,18999,19933,898,403,37,41,124,142,265,169
185,Tazewell County,2019,40595,20126,20469,18807,19663,908,402,38,42,120,144,275,186
187,Warren County,2010,37518,18636,18882,17121,17378,890,853,79,68,158,219,642,688
187,Warren County,2011,37646,18723,18923,17218,17395,883,849,81,68,170,231,657,684
187,Warren County,2012,37887,18845,19042,17321,17484,907,884,86,71,158,226,675,705
187,Warren County,2013,38500,19159,19341,17550,17710,958,918,106,83,165,215,739,752
187,Warren County,2014,40126,20405,19721,18572,18046,1136,931,94,92,181,235,802,836
187,Warren County,2015,38716,19258,19458,17565,17743,937,917,96,96,196,270,770,820
187,Warren County,2016,39165,19600,19565,17828,17829,984,929,97,98,202,279,796,827
187,Warren County,2017,39409,19671,19738,17852,17923,979,931,103,95,213,306,897,873
187,Warren County,2018,40006,19950,20056,18070,18204,1024,943,106,104,209,322,979,970
187,Warren County,2019,40164,20018,20146,18082,18253,1044,949,116,112,213,319,1074,1051
191,Washington County,2010,54967,27109,27858,26406,27186,385,317,53,50,100,111,445,281
191,Washington County,2011,54831,27050,27781,26295,27062,391,329,53,53,114,128,461,294
191,Washington County,2012,55095,27197,27898,26382,27158,430,325,54,59,126,129,446,325
191,Washington County,2013,54776,27013,27763,26210,27023,428,318,53,60,117,126,474,335
191,Washington County,2014,54603,26943,27660,26091,26887,443,323,55,63,128,133,469,323
191,Washington County,2015,54268,26767,27501,25867,26708,455,333,60,60,131,139,440,315
191,Washington County,2016,54100,26677,27423,25763,26634,444,318,72,60,143,159,445,333
191,Washington County,2017,54179,26691,27488,25749,26677,484,327,74,66,132,160,464,360
191,Washington County,2018,54067,26627,27440,25694,26616,480,318,63,66,116,167,499,368
191,Washington County,2019,53740,26503,27237,25565,26415,496,320,60,68,121,170,507,370
193,Westmoreland County,2010,17489,8537,8952,5874,6100,2343,2573,64,49,30,69,605,404
193,Westmoreland County,2011,17635,8645,8990,5931,6117,2370,2579,69,51,40,74,646,407
193,Westmoreland County,2012,17513,8533,8980,5878,6123,2311,2559,72,52,40,71,638,412
193,Westmoreland County,2013,17552,8547,9005,5929,6154,2273,2540,71,51,46,76,649,417
193,Westmoreland County,2014,17436,8473,8963,5880,6104,2240,2519,65,57,49,80,641,406
193,Westmoreland County,2015,17549,8575,8974,5924,6130,2274,2493,69,61,56,90,656,393
193,Westmoreland County,2016,17649,8585,9064,5954,6209,2240,2493,70,62,60,92,691,423
193,Westmoreland County,2017,17725,8618,9107,5985,6287,2214,2430,74,63,58,92,708,438
193,Westmoreland County,2018,17817,8679,9138,6003,6302,2236,2429,82,65,60,99,728,459
193,Westmoreland County,2019,18015,8789,9226,6103,6366,2262,2442,81,68,58,103,759,480
195,Wise County,2010,41572,21552,20020,19362,19437,1905,309,32,20,65,81,288,186
195,Wise County,2011,41454,21467,19987,19309,19383,1852,301,38,26,66,85,306,217
195,Wise County,2012,40909,21118,19791,19074,19166,1731,303,41,23,67,83,289,216
195,Wise County,2013,40662,21050,19612,18898,18995,1833,299,41,24,74,85,267,217
195,Wise County,2014,39892,20627,19265,18530,18638,1790,314,43,22,71,86,266,208
195,Wise County,2015,39572,20575,18997,18335,18341,1933,319,40,22,73,91,275,197
195,Wise County,2016,39027,20252,18775,18046,18122,1879,303,46,29,75,91,283,193
195,Wise County,2017,38574,20126,18448,17811,17800,1973,293,47,26,76,90,305,206
195,Wise County,2018,37875,19722,18153,17509,17538,1877,279,45,30,77,83,280,189
195,Wise County,2019,37383,19475,17908,17253,17309,1885,277,46,29,77,81,272,190
197,Wythe County,2010,29252,14312,14940,13642,14270,420,412,27,14,61,71,161,130
197,Wythe County,2011,29202,14270,14932,13577,14246,431,410,27,15,69,81,174,134
197,Wythe County,2012,29328,14317,15011,13595,14301,449,418,29,19,71,85,177,141
197,Wythe County,2013,29282,14294,14988,13568,14265,452,416,30,18,75,90,177,141
197,Wythe County,2014,29055,14158,14897,13437,14191,433,396,32,18,75,93,177,140
197,Wythe County,2015,29097,14208,14889,13472,14163,426,391,30,17,81,93,168,139
197,Wythe County,2016,28912,14126,14786,13381,14033,421,399,38,26,72,89,191,154
197,Wythe County,2017,28829,14067,14762,13325,14000,430,410,42,30,72,88,192,176
197,Wythe County,2018,28698,13997,14701,13259,13929,422,404,44,28,70,92,207,178
197,Wythe County,2019,28684,14014,14670,13224,13900,451,402,40,25,77,89,217,182
199,York County,2010,65222,31917,33305,25124,25571,4205,4594,130,145,1448,1881,1442,1456
199,York County,2011,65772,32206,33566,25312,25691,4199,4609,123,149,1531,1963,1570,1586
199,York County,2012,65825,32392,33433,25480,25643,4185,4559,135,160,1509,1950,1686,1644
199,York County,2013,65980,32546,33434,25568,25593,4209,4543,151,165,1510,1982,1864,1738
199,York County,2014,66523,32785,33738,25647,25753,4321,4602,145,156,1552,2055,1952,1835
199,York County,2015,67802,33449,34353,26093,26059,4443,4757,141,159,1593,2123,2079,1988
199,York County,2016,67832,33282,34550,25781,25975,4429,4825,158,167,1672,2251,2077,2074
199,York County,2017,68022,33375,34647,25800,25899,4412,4875,181,171,1700,2303,2202,2223
199,York County,2018,67976,33286,34690,25532,25849,4458,4897,193,177,1702,2290,2255,2263
199,York County,2019,68280,33516,34764,25656,25809,4509,4933,186,171,1767,2380,2352,2349
510,Alexandria city,2010,140729,67656,73073,46328,48719,14796,16862,560,513,3954,4776,11662,11066
510,Alexandria city,2011,144219,69443,74776,47263,49828,15333,17124,593,537,4158,4989,12035,11447
510,Alexandria city,2012,147291,71026,76265,48206,50701,15651,17440,593,508,4411,5256,12401,11931
510,Alexandria city,2013,149637,72311,77326,48982,51371,16125,17654,568,486,4436,5368,12683,12327
510,Alexandria city,2014,151375,72991,78384,49050,51803,16742,18020,541,509,4383,5490,12748,12471
510,Alexandria city,2015,153654,73973,79681,49785,52524,16907,18350,584,520,4368,5620,13101,12725
510,Alexandria city,2016,156698,75564,81134,50664,53294,17473,18792,568,525,4400,5828,13381,12940
510,Alexandria city,2017,159215,76842,82373,51661,54084,17729,19048,536,502,4493,6012,13443,13022
510,Alexandria city,2018,159069,76671,82398,51535,54389,17539,18700,513,494,4525,5996,13350,13103
510,Alexandria city,2019,159428,76899,82529,51830,54499,17559,18731,501,497,4400,5978,13356,13123
520,Bristol city,2010,17766,8382,9384,7588,8650,529,476,34,31,59,72,113,109
520,Bristol city,2011,17717,8359,9358,7589,8618,508,451,34,29,63,87,116,121
520,Bristol city,2012,17692,8319,9373,7548,8612,493,448,37,29,66,106,171,144
520,Bristol city,2013,17386,8233,9153,7406,8418,529,426,33,31,70,107,190,146
520,Bristol city,2014,17191,8156,9035,7349,8268,523,452,36,25,64,107,186,156
520,Bristol city,2015,17146,8137,9009,7327,8211,510,457,35,33,71,109,181,157
520,Bristol city,2016,17088,8096,8992,7304,8217,493,449,34,36,64,95,201,171
520,Bristol city,2017,16880,8016,8864,7218,8095,497,450,36,35,62,93,211,196
520,Bristol city,2018,16685,7908,8777,7096,7939,519,508,39,43,64,89,211,210
520,Bristol city,2019,16762,7914,8848,7065,7993,542,509,37,41,66,88,212,205
530,Buena Vista city,2010,6611,3072,3539,2800,3243,174,175,35,34,11,20,42,60
530,Buena Vista city,2011,6711,3139,3572,2863,3287,175,164,33,31,10,21,49,72
530,Buena Vista city,2012,6747,3154,3593,2868,3290,173,164,35,31,11,22,58,88
530,Buena Vista city,2013,6652,3118,3534,2824,3234,179,160,39,33,12,23,63,86
530,Buena Vista city,2014,6549,3056,3493,2762,3187,170,163,41,36,13,22,69,86
530,Buena Vista city,2015,6529,3017,3512,2733,3203,157,162,41,36,16,26,64,121
530,Buena Vista city,2016,6435,2957,3478,2667,3181,163,152,41,36,18,23,66,115
530,Buena Vista city,2017,6482,2990,3492,2679,3183,181,156,39,36,18,24,71,95
530,Buena Vista city,2018,6494,3025,3469,2690,3158,199,154,39,36,21,25,67,94
530,Buena Vista city,2019,6478,3026,3452,2697,3159,190,144,43,38,21,22,77,103
540,Charlottesville city,2010,43461,20721,22740,14793,15955,3957,4514,85,67,1309,1499,1194,1039
540,Charlottesville city,2011,43761,20982,22779,14986,15982,3967,4525,84,70,1368,1507,1173,1009
540,Charlottesville city,2012,44580,21431,23149,15293,16161,4014,4630,90,76,1434,1556,1143,1042
540,Charlottesville city,2013,45012,21698,23314,15393,16159,4066,4713,94,81,1524,1633,1161,1033
540,Charlottesville city,2014,45518,21925,23593,15533,16276,4085,4769,98,74,1573,1724,1217,1084
540,Charlottesville city,2015,46301,22340,23961,15824,16524,4150,4849,96,85,1626,1731,1235,1124
540,Charlottesville city,2016,46943,22677,24266,15988,16820,4221,4837,89,87,1705,1742,1313,1209
540,Charlottesville city,2017,47463,22982,24481,16273,17023,4215,4790,90,91,1697,1764,1405,1215
540,Charlottesville city,2018,47506,23036,24470,16414,17117,4143,4725,97,94,1690,1743,1443,1253
540,Charlottesville city,2019,47266,22871,24395,16358,17077,4064,4629,99,93,1623,1784,1488,1257
550,Chesapeake city,2010,223556,109003,114553,70585,71258,31830,35785,544,477,2940,3673,5177,4702
550,Chesapeake city,2011,225361,109950,115411,71016,71458,32150,36166,560,444,2991,3788,5348,4959
550,Chesapeake city,2012,228091,111577,116514,71873,72318,32565,36111,559,459,3138,3952,5682,5327
550,Chesapeake city,2013,230327,112576,117751,72535,72835,32682,36579,550,469,3197,4034,5971,5670
550,Chesapeake city,2014,233360,114166,119194,73194,73479,33325,37103,560,473,3371,4192,6376,6143
550,Chesapeake city,2015,235111,115074,120037,73678,73988,33462,37245,588,508,3444,4276,6717,6474
550,Chesapeake city,2016,237464,116091,121373,74064,74400,33770,37783,608,520,3515,4387,7084,6936
550,Chesapeake city,2017,240143,117246,122897,74348,74707,34381,38586,616,560,3635,4547,7510,7412
550,Chesapeake city,2018,242359,118341,124018,74605,75109,34967,39036,595,574,3751,4595,7898,7851
550,Chesapeake city,2019,244835,119662,125173,75146,75682,35510,39440,601,578,3861,4701,8210,8029
570,Colonial Heights city,2010,17339,8024,9315,6771,7711,809,1015,33,38,255,336,339,337
570,Colonial Heights city,2011,17284,7981,9303,6686,7645,840,1052,36,45,235,340,385,376
570,Colonial Heights city,2012,17383,8026,9357,6661,7594,904,1130,39,49,239,348,407,402
570,Colonial Heights city,2013,17487,8090,9397,6647,7534,970,1249,48,45,252,352,425,419
570,Colonial Heights city,2014,17442,8017,9425,6502,7468,1021,1318,51,52,262,368,482,449
570,Colonial Heights city,2015,17444,8089,9355,6429,7327,1121,1359,56,56,279,396,500,438
570,Colonial Heights city,2016,17398,8048,9350,6315,7231,1154,1391,58,54,283,392,502,481
570,Colonial Heights city,2017,17424,8087,9337,6202,7094,1276,1486,65,55,296,418,504,481
570,Colonial Heights city,2018,17504,8011,9493,6102,7159,1318,1563,65,59,280,418,522,550
570,Colonial Heights city,2019,17370,7975,9395,6052,7086,1343,1557,67,59,256,407,553,585
580,Covington city,2010,5940,2859,3081,2409,2623,374,371,6,12,14,20,58,38
580,Covington city,2011,5914,2877,3037,2411,2576,386,371,6,11,15,20,68,42
580,Covington city,2012,5842,2835,3007,2380,2537,371,370,6,12,16,22,80,49
580,Covington city,2013,5827,2838,2989,2382,2532,367,353,8,14,17,27,99,64
580,Covington city,2014,5772,2812,2960,2342,2497,374,361,9,16,19,28,83,53
580,Covington city,2015,5663,2750,2913,2259,2442,393,370,7,15,19,30,74,44
580,Covington city,2016,5637,2675,2962,2197,2479,384,377,7,15,19,30,67,43
580,Covington city,2017,5576,2670,2906,2177,2434,387,367,8,18,21,31,69,53
580,Covington city,2018,5578,2667,2911,2166,2447,396,357,8,19,23,32,70,56
580,Covington city,2019,5538,2668,2870,2158,2401,402,359,8,15,20,33,71,52
590,Danville city,2010,42924,19590,23334,9814,11288,9249,11533,66,50,221,201,682,564
590,Danville city,2011,42645,19503,23142,9658,11043,9313,11563,68,51,224,194,690,574
590,Danville city,2012,42705,19567,23138,9542,10928,9421,11631,78,62,243,216,728,622
590,Danville city,2013,42623,19526,23097,9438,10802,9466,11685,78,67,251,222,774,619
590,Danville city,2014,42263,19451,22812,9355,10582,9433,11604,80,80,263,235,855,680
590,Danville city,2015,41947,19347,22600,9183,10335,9454,11630,91,84,270,234,925,714
590,Danville city,2016,41665,19214,22451,9093,10149,9397,11624,93,88,271,259,962,739
590,Danville city,2017,41044,18886,22158,8853,9911,9321,11547,93,87,268,266,988,803
590,Danville city,2018,40649,18648,22001,8687,9741,9241,11555,98,96,275,269,1032,821
590,Danville city,2019,40044,18392,21652,8466,9510,9191,11442,99,89,280,272,1040,842
595,Emporia city,2010,5921,2734,3187,934,1104,1733,2008,9,15,24,22,153,106
595,Emporia city,2011,5841,2737,3104,904,1053,1761,1973,11,15,27,24,165,122
595,Emporia city,2012,5813,2697,3116,901,1028,1721,2008,8,16,33,28,157,119
595,Emporia city,2013,5693,2621,3072,886,1001,1661,1988,8,15,31,31,170,135
595,Emporia city,2014,5597,2561,3036,857,964,1628,1980,12,15,30,29,183,135
595,Emporia city,2015,5558,2526,3032,867,952,1583,1980,14,20,28,30,189,144
595,Emporia city,2016,5478,2488,2990,850,962,1561,1932,16,22,25,26,179,151
595,Emporia city,2017,5467,2489,2978,849,943,1562,1940,19,23,25,25,205,170
595,Emporia city,2018,5363,2475,2888,812,894,1583,1898,19,22,24,26,191,148
595,Emporia city,2019,5346,2464,2882,799,883,1587,1898,17,20,24,30,191,155
600,Fairfax city,2010,22614,11155,11459,8452,8638,557,564,87,99,1693,1789,1831,1768
600,Fairfax city,2011,22460,11067,11393,8371,8584,549,567,84,104,1718,1774,1862,1791
600,Fairfax city,2012,22894,11357,11537,8508,8672,594,604,91,103,1785,1785,1953,1849
600,Fairfax city,2013,23230,11513,11717,8593,8777,646,639,88,95,1816,1834,1970,1897
600,Fairfax city,2014,23310,11507,11803,8492,8680,642,663,79,102,1915,1966,1959,1907
600,Fairfax city,2015,23230,11490,11740,8355,8551,664,682,69,88,1998,2039,2001,1888
600,Fairfax city,2016,23246,11454,11792,8271,8471,704,697,70,96,1997,2144,2002,1940
600,Fairfax city,2017,23435,11542,11893,8213,8469,729,713,68,98,2094,2228,2030,1964
600,Fairfax city,2018,23725,11713,12012,8258,8474,774,747,72,85,2138,2294,2116,2042
600,Fairfax city,2019,24019,11808,12211,8305,8579,785,737,84,91,2148,2383,2158,2074
610,Falls Church city,2010,12399,6103,6296,5043,5119,282,270,21,21,524,648,543,597
610,Falls Church city,2011,12660,6218,6442,5147,5235,280,280,25,30,527,656,578,619
610,Falls Church city,2012,13087,6445,6642,5295,5367,307,285,25,33,532,692,651,665
610,Falls Church city,2013,13360,6566,6794,5380,5504,283,276,22,39,549,682,671,662
610,Falls Church city,2014,13416,6586,6830,5367,5510,302,278,30,41,530,709,720,648
610,Falls Church city,2015,13728,6760,6968,5483,5607,303,285,28,41,575,750,757,698
610,Falls Church city,2016,13582,6640,6942,5426,5584,290,297,28,43,526,748,756,689
610,Falls Church city,2017,14245,6994,7251,5711,5815,322,335,33,49,564,769,768,744
610,Falls Church city,2018,14467,7124,7343,5791,5853,347,347,38,43,588,796,813,754
610,Falls Church city,2019,14617,7194,7423,5776,5895,368,340,39,47,635,820,794,760
620,Franklin city,2010,8579,3825,4754,1605,1819,2112,2792,15,13,25,40,73,72
620,Franklin city,2011,8445,3808,4637,1599,1770,2086,2700,17,19,29,42,84,77
620,Franklin city,2012,8482,3848,4634,1584,1739,2135,2728,17,19,27,39,87,87
620,Franklin city,2013,8536,3861,4675,1608,1763,2116,2753,18,20,31,41,106,90
620,Franklin city,2014,8392,3784,4608,1558,1707,2101,2750,17,20,32,39,106,94
620,Franklin city,2015,8331,3749,4582,1520,1666,2096,2759,17,17,32,43,85,84
620,Franklin city,2016,8201,3677,4524,1484,1656,2057,2707,17,16,34,46,98,98
620,Franklin city,2017,8145,3672,4473,1487,1646,2057,2681,17,17,34,44,109,107
620,Franklin city,2018,8089,3654,4435,1459,1645,2063,2644,17,18,36,43,106,102
620,Franklin city,2019,7967,3629,4338,1457,1640,2036,2544,18,17,33,44,113,101
630,Fredericksburg city,2010,24354,11188,13166,7748,9102,2581,3112,105,88,305,403,1355,1226
630,Fredericksburg city,2011,25752,11758,13994,8056,9600,2780,3372,110,85,347,445,1441,1366
630,Fredericksburg city,2012,27179,12443,14736,8573,10157,2912,3533,105,103,363,449,1502,1451
