County,Year,Total,Total_Males,Total_Female,White_Male,White_Female,Black_Male,Black_Female,Native_Amer_Male,Native_Amer_Female,Hispanic_Male,Hispanic_Female,Asian_Pacific_Male,Asian_Pacific_Female
Covington city,2013,5827,2838,2989,2382,2532,367,353,8,14,99,64,17,27
Covington city,2014,5772,2812,2960,2342,2497,374,361,9,16,83,53,19,28
Covington city,2015,5663,2750,2913,2259,2442,393,370,7,15,74,44,19,30
Covington city,2016,5637,2675,2962,2197,2479,384,377,7,15,67,43,19,30
Covington city,2017,5576,2670,2906,2177,2434,387,367,8,18,69,53,21,31
Covington city,2018,5578,2667,2911,2166,2447,396,357,8,19,70,56,23,32
Covington city,2019,5538,2668,2870,2158,2401,402,359,8,15,71,52,21,35
Danville city,2010,42924,19590,23334,9814,11288,9249,11533,66,50,682,564,229,205
Danville city,2011,42645,19503,23142,9658,11043,9313,11563,68,51,690,574,232,198
Danville city,2012,42705,19567,23138,9542,10928,9421,11631,78,62,728,622,251,222
Danville city,2013,42623,19526,23097,9438,10802,9466,11685,78,67,774,619,263,229
Danville city,2014,42263,19451,22812,9355,10582,9433,11604,80,80,855,680,275,246
Danville city,2015,41947,19347,22600,9183,10335,9454,11630,91,84,925,714,283,246
Danville city,2016,41665,19214,22451,9093,10149,9397,11624,93,88,962,739,286,275
Danville city,2017,41044,18886,22158,8853,9911,9321,11547,93,87,988,803,280,279
Danville city,2018,40649,18648,22001,8687,9741,9241,11555,98,96,1032,821,286,283
Danville city,2019,40044,18392,21652,8466,9510,9191,11442,99,89,1040,842,291,286
Emporia city,2010,5921,2734,3187,934,1104,1733,2008,9,15,153,106,27,23
Emporia city,2011,5841,2737,3104,904,1053,1761,1973,11,15,165,122,30,25
Emporia city,2012,5813,2697,3116,901,1028,1721,2008,8,16,157,119,36,29
Emporia city,2013,5693,2621,3072,886,1001,1661,1988,8,15,170,135,34,32
Emporia city,2014,5597,2561,3036,857,964,1628,1980,12,15,183,135,34,30
Emporia city,2015,5558,2526,3032,867,952,1583,1980,14,20,189,144,32,32
Emporia city,2016,5478,2488,2990,850,962,1561,1932,16,22,179,151,29,28
Emporia city,2017,5467,2489,2978,849,943,1562,1940,19,23,205,170,29,27
Emporia city,2018,5363,2475,2888,812,894,1583,1898,19,22,191,148,28,28
Emporia city,2019,5346,2464,2882,799,883,1587,1898,17,20,191,155,28,32
Fairfax city,2010,22614,11155,11459,8452,8638,557,564,87,99,1831,1768,1705,1806
Fairfax city,2011,22460,11067,11393,8371,8584,549,567,84,104,1862,1791,1731,1790
Fairfax city,2012,22894,11357,11537,8508,8672,594,604,91,103,1953,1849,1798,1800
Fairfax city,2013,23230,11513,11717,8593,8777,646,639,88,95,1970,1897,1829,1849
Fairfax city,2014,23310,11507,11803,8492,8680,642,663,79,102,1959,1907,1929,1982
Fairfax city,2015,23230,11490,11740,8355,8551,664,682,69,88,2001,1888,2013,2057
Fairfax city,2016,23246,11454,11792,8271,8471,704,697,70,96,2002,1940,2012,2162
Fairfax city,2017,23435,11542,11893,8213,8469,729,713,68,98,2030,1964,2110,2246
Fairfax city,2018,23725,11713,12012,8258,8474,774,747,72,85,2116,2042,2154,2312
Fairfax city,2019,24019,11808,12211,8305,8579,785,737,84,91,2158,2074,2164,2402
Falls Church city,2010,12399,6103,6296,5043,5119,282,270,21,21,543,597,525,651
Falls Church city,2011,12660,6218,6442,5147,5235,280,280,25,30,578,619,529,660
Falls Church city,2012,13087,6445,6642,5295,5367,307,285,25,33,651,665,535,697
Falls Church city,2013,13360,6566,6794,5380,5504,283,276,22,39,671,662,553,686
Falls Church city,2014,13416,6586,6830,5367,5510,302,278,30,41,720,648,533,713
Falls Church city,2015,13728,6760,6968,5483,5607,303,285,28,41,757,698,578,752
Falls Church city,2016,13582,6640,6942,5426,5584,290,297,28,43,756,689,528,750
Falls Church city,2017,14245,6994,7251,5711,5815,322,335,33,49,768,744,566,772
Falls Church city,2018,14467,7124,7343,5791,5853,347,347,38,43,813,754,590,802
Falls Church city,2019,14617,7194,7423,5776,5895,368,340,39,47,794,760,640,825
Franklin city,2010,8579,3825,4754,1605,1819,2112,2792,15,13,73,72,26,41
Franklin city,2011,8445,3808,4637,1599,1770,2086,2700,17,19,84,77,30,43
Franklin city,2012,8482,3848,4634,1584,1739,2135,2728,17,19,87,87,28,40
Franklin city,2013,8536,3861,4675,1608,1763,2116,2753,18,20,106,90,32,42
Franklin city,2014,8392,3784,4608,1558,1707,2101,2750,17,20,106,94,34,40
Franklin city,2015,8331,3749,4582,1520,1666,2096,2759,17,17,85,84,34,45
Franklin city,2016,8201,3677,4524,1484,1656,2057,2707,17,16,98,98,37,48
Franklin city,2017,8145,3672,4473,1487,1646,2057,2681,17,17,109,107,37,45
Franklin city,2018,8089,3654,4435,1459,1645,2063,2644,17,18,106,102,40,44
Franklin city,2019,7967,3629,4338,1457,1640,2036,2544,18,17,113,101,36,45
Fredericksburg city,2010,24354,11188,13166,7748,9102,2581,3112,105,88,1355,1226,316,417
Fredericksburg city,2011,25752,11758,13994,8056,9600,2780,3372,110,85,1441,1366,358,455
Fredericksburg city,2012,27179,12443,14736,8573,10157,2912,3533,105,103,1502,1451,376,463
Fredericksburg city,2013,27818,12695,15123,8705,10353,3012,3664,111,105,1483,1474,381,476
Fredericksburg city,2014,28256,12926,15330,8846,10507,3095,3704,119,104,1521,1501,380,493
Fredericksburg city,2015,28043,12830,15213,8743,10406,3096,3649,106,103,1549,1493,361,500
Fredericksburg city,2016,28360,13077,15283,8916,10445,3139,3631,113,102,1503,1453,375,532
Fredericksburg city,2017,28498,13213,15285,8947,10358,3197,3676,125,103,1541,1447,373,545
Fredericksburg city,2018,29171,13484,15687,9095,10554,3304,3873,126,98,1607,1517,371,545
Fredericksburg city,2019,29036,13425,15611,9106,10506,3211,3792,129,114,1619,1553,377,559
Galax city,2010,6991,3289,3702,2970,3378,220,233,11,10,497,481,31,27
Galax city,2011,6846,3189,3657,2867,3324,216,234,10,12,474,468,31,28
Galax city,2012,6852,3192,3660,2862,3325,221,230,9,13,480,485,32,30
Galax city,2013,6931,3253,3678,2903,3340,237,228,9,16,500,496,32,33
Galax city,2014,6899,3237,3662,2877,3333,249,222,9,15,502,501,27,31
Galax city,2015,6800,3164,3636,2801,3283,244,236,10,16,502,531,31,33
Galax city,2016,6604,3053,3551,2696,3208,237,223,9,16,494,542,30,34
Galax city,2017,6484,3004,3480,2639,3132,235,221,12,19,474,535,34,35
Galax city,2018,6348,2947,3401,2588,3057,225,215,12,17,472,540,36,37
Galax city,2019,6347,2964,3383,2606,3037,227,217,13,17,496,538,34,34
Hampton city,2010,137415,65766,71649,29966,29872,31916,37040,330,356,3129,3215,1372,1883
Hampton city,2011,136628,65593,71035,29878,29538,31800,36752,326,364,3312,3297,1404,1887
Hampton city,2012,137177,65925,71252,30153,29692,31751,36726,339,347,3472,3436,1431,1934
Hampton city,2013,137332,66213,71119,30338,29605,31767,36585,350,371,3591,3511,1457,1929
Hampton city,2014,137680,66483,71197,30237,29323,31954,36804,324,359,3724,3606,1472,1927
Hampton city,2015,136264,65790,70474,29749,28734,31667,36662,334,354,3759,3574,1503,1947
Hampton city,2016,135374,65242,70132,29190,28344,31619,36725,334,380,3806,3635,1492,1907
Hampton city,2017,134725,64832,69893,28665,27893,31635,36927,354,365,3973,3759,1490,1878
Hampton city,2018,134330,64625,69705,28260,27586,31742,36975,341,374,4034,4004,1533,1932
Hampton city,2019,134510,64540,69970,28048,27430,31760,37216,369,399,4173,4195,1540,1984
Harrisonburg city,2010,48993,22880,26113,19471,22614,1765,1711,176,153,4060,3718,916,1029
Harrisonburg city,2011,49935,23427,26508,19802,22850,1883,1826,187,152,4301,3984,977,1057
Harrisonburg city,2012,51312,24268,27044,20384,23201,2045,1954,187,152,4519,4237,1034,1118
Harrisonburg city,2013,51537,24458,27079,20418,23162,2127,1984,190,148,4698,4450,1093,1149
Harrisonburg city,2014,52542,25116,27426,20847,23367,2211,2072,201,164,4915,4697,1173,1152
Harrisonburg city,2015,52675,25271,27404,20858,23227,2285,2112,210,180,4998,4789,1207,1196
Harrisonburg city,2016,53542,25648,27894,21105,23511,2363,2223,210,186,5157,5056,1223,1210
Harrisonburg city,2017,53644,25749,27895,21151,23402,2382,2247,210,188,5373,5257,1263,1237
Harrisonburg city,2018,53488,25643,27845,20979,23268,2450,2257,223,195,5549,5411,1247,1247
Harrisonburg city,2019,53016,25496,27520,20822,22960,2453,2266,232,196,5599,5399,1233,1228
Hopewell city,2010,22642,10501,12141,6170,6891,3863,4742,48,50,807,677,89,143
Hopewell city,2011,22502,10447,12055,6115,6793,3859,4740,50,58,791,651,99,142
Hopewell city,2012,22309,10328,11981,5973,6656,3897,4790,48,52,788,683,98,146
Hopewell city,2013,22161,10337,11824,5918,6476,3927,4779,57,64,821,718,108,155
Hopewell city,2014,22109,10337,11772,5857,6312,3942,4838,58,63,834,746,117,170
Hopewell city,2015,22231,10363,11868,5780,6255,4002,4957,59,68,851,765,132,192
Hopewell city,2016,22539,10502,12037,5741,6193,4151,5153,73,77,897,826,134,216
Hopewell city,2017,22505,10510,11995,5644,6078,4282,5241,75,80,915,850,132,218
Hopewell city,2018,22478,10488,11990,5552,5966,4312,5311,77,77,966,918,146,224
Hopewell city,2019,22529,10512,12017,5488,5869,4383,5413,83,82,963,951,160,241
Lexington city,2010,7043,3920,3123,3365,2680,364,325,6,2,165,101,99,65
Lexington city,2011,6972,3889,3083,3328,2636,355,317,7,3,156,103,111,74
Lexington city,2012,7018,3928,3090,3355,2638,353,317,9,7,163,115,122,74
Lexington city,2013,7146,3992,3154,3398,2687,362,322,10,8,160,115,124,80
Lexington city,2014,7125,3988,3137,3390,2668,353,324,8,5,162,106,135,88
Lexington city,2015,7162,4051,3111,3410,2652,360,306,8,5,162,112,144,94
Lexington city,2016,7148,4057,3091,3402,2639,358,294,8,5,156,108,141,94
Lexington city,2017,7154,4084,3070,3423,2624,359,286,11,5,157,96,140,90
Lexington city,2018,7297,4133,3164,3492,2714,362,285,9,7,154,98,131,96
Lexington city,2019,7446,4202,3244,3552,2791,361,279,8,9,162,105,132,97
Lynchburg city,2010,75548,35465,40083,23291,26166,10255,11939,141,141,1223,1120,1075,1048
Lynchburg city,2011,76584,35936,40648,23637,26549,10292,12042,144,163,1264,1201,1112,1085
Lynchburg city,2012,77269,36263,41006,23970,26780,10243,12079,149,167,1261,1263,1139,1141
Lynchburg city,2013,77940,36611,41329,24218,26912,10315,12218,147,175,1295,1346,1129,1168
Lynchburg city,2014,78141,36692,41449,24360,27017,10274,12163,146,177,1312,1443,1112,1171
Lynchburg city,2015,79134,37163,41971,24721,27451,10333,12233,154,172,1369,1558,1125,1170
Lynchburg city,2016,79710,37359,42351,24896,27740,10381,12259,156,180,1528,1655,1098,1194
Lynchburg city,2017,80523,37754,42769,25159,28068,10496,12372,156,173,1634,1793,1108,1198
Lynchburg city,2018,81309,38092,43217,25350,28409,10597,12404,164,175,1707,1850,1103,1217
Lynchburg city,2019,82168,38559,43609,25727,28738,10638,12408,188,181,1756,1948,1089,1196
Manassas city,2010,38212,19152,19060,14624,14337,2687,2870,219,207,6420,5638,994,1067
Manassas city,2011,39101,19628,19473,14806,14540,2851,2982,249,220,6567,5829,1048,1096
Manassas city,2012,40284,20154,20130,15036,14970,2982,3110,256,227,6809,6161,1133,1170
Manassas city,2013,41082,20606,20476,15358,15135,3027,3238,285,220,7069,6396,1156,1213
Manassas city,2014,41142,20631,20511,15356,15063,3013,3208,278,235,7263,6548,1205,1306
Manassas city,2015,41409,20790,20619,15504,15142,2985,3201,294,255,7659,6904,1250,1310
Manassas city,2016,41189,20585,20604,15253,15068,3023,3219,317,278,7693,6989,1252,1315
Manassas city,2017,41141,20610,20531,15246,14990,3039,3215,298,250,7917,7185,1265,1346
Manassas city,2018,41046,20652,20394,15219,14907,3071,3132,315,250,8092,7333,1273,1381
Manassas city,2019,41085,20650,20435,15164,14851,3132,3195,316,240,8169,7487,1300,1404
Manassas Park city,2010,14449,7328,7121,5302,5023,1023,1014,81,98,2498,2183,665,739
Manassas Park city,2011,15067,7651,7416,5486,5204,1072,1044,87,102,2667,2356,723,785
Manassas Park city,2012,15397,7861,7536,5586,5251,1140,1096,112,110,2831,2462,729,793
Manassas Park city,2013,15896,8222,7674,5824,5350,1176,1112,100,104,3086,2549,796,825
Manassas Park city,2014,15916,8208,7708,5828,5334,1156,1126,102,112,3173,2616,823,848
Manassas Park city,2015,16129,8286,7843,5871,5434,1154,1107,107,113,3309,2810,876,907
Manassas Park city,2016,16456,8539,7917,5966,5499,1232,1101,120,108,3513,2955,917,917
Manassas Park city,2017,17149,8841,8308,6069,5659,1381,1218,130,126,3695,3173,971,1001
Manassas Park city,2018,17718,9106,8612,6187,5786,1438,1307,140,133,3831,3286,1023,1088
Manassas Park city,2019,17478,8965,8513,6111,5671,1403,1327,142,139,3863,3311,987,1084
Martinsville city,2010,13760,6255,7505,3229,3889,2839,3401,14,23,303,247,70,68
Martinsville city,2011,13596,6177,7419,3200,3857,2786,3328,13,22,299,262,65,73
Martinsville city,2012,13492,6116,7376,3107,3777,2810,3345,17,25,297,274,68,78
Martinsville city,2013,13416,6110,7306,3085,3740,2818,3312,17,24,317,290,66,80
Martinsville city,2014,13317,6091,7226,3076,3690,2791,3298,20,31,344,301,64,73
Martinsville city,2015,13259,6063,7196,3023,3614,2811,3333,23,32,333,320,68,73
Martinsville city,2016,12996,5971,7025,2935,3486,2792,3284,22,34,351,330,75,70
Martinsville city,2017,12823,5906,6917,2891,3377,2769,3266,23,35,374,353,73,69
Martinsville city,2018,12627,5846,6781,2811,3286,2767,3218,23,34,401,364,82,74
Martinsville city,2019,12554,5842,6712,2818,3258,2764,3193,26,35,432,378,82,79
Newport News city,2010,180888,87366,93522,46334,46025,34844,40278,516,487,7132,6574,2415,3099
Newport News city,2011,180078,87035,93043,46195,45693,34633,40141,491,477,7234,6681,2424,3142
Newport News city,2012,180056,87080,92976,46028,45471,34783,40064,502,492,7419,6775,2513,3274
Newport News city,2013,181275,87773,93502,46339,45628,34977,40231,483,509,7777,7085,2599,3382
Newport News city,2014,181522,87897,93625,46199,45601,35020,40291,491,503,7890,7147,2695,3448
Newport News city,2015,180958,87665,93293,45608,45074,35207,40454,509,501,8035,7465,2770,3471
Newport News city,2016,180209,87238,92971,45021,44545,35264,40512,511,467,8229,7649,2804,3550
Newport News city,2017,179447,86953,92494,44368,43815,35509,40674,541,477,8317,7774,2834,3521
Newport News city,2018,178523,86156,92367,43774,43391,35370,40851,548,508,8466,7894,2789,3528
Newport News city,2019,179225,86420,92805,43750,43449,35543,41195,572,484,8697,8181,2832,3523
Norfolk city,2010,242999,125958,117041,65585,52865,51105,55328,839,632,9462,6827,4497,4307
Norfolk city,2011,243655,126318,117337,66056,53124,50913,55230,868,643,9723,7050,4536,4382
Norfolk city,2012,246149,128123,118026,67149,53485,51418,55307,901,692,10161,7330,4589,4511
Norfolk city,2013,245468,127680,117788,66941,53380,51046,55152,905,634,10383,7381,4623,4556
Norfolk city,2014,246576,128681,117895,67567,53486,51071,54958,931,666,10679,7598,4718,4626
Norfolk city,2015,246457,128701,117756,67776,53345,50704,54806,944,664,10924,7794,4750,4719
Norfolk city,2016,245680,128525,117155,67657,53089,50479,54382,982,665,11284,7992,4798,4748
Norfolk city,2017,244543,127762,116781,67369,53151,49915,53853,949,658,11425,8231,4884,4825
Norfolk city,2018,243585,127018,116567,66935,52996,49470,53672,941,646,11630,8542,4909,4880
Norfolk city,2019,242742,126567,116175,66717,53023,49114,53058,913,647,11812,8723,4971,4920
Norton city,2010,4012,1854,2158,1655,1941,123,139,3,5,54,18,30,25
Norton city,2011,4087,1906,2181,1706,1950,121,149,4,5,71,28,30,28
Norton city,2012,4124,1937,2187,1739,1963,121,148,4,5,85,32,32,25
Norton city,2013,4099,1948,2151,1741,1921,115,150,5,5,96,30,40,26
Norton city,2014,4135,1973,2162,1766,1932,110,149,7,5,108,38,48,27
Norton city,2015,4009,1905,2104,1708,1891,110,142,4,7,91,37,47,29
Norton city,2016,3972,1877,2095,1668,1898,115,121,5,7,90,38,49,27
Norton city,2017,3918,1812,2106,1618,1905,104,124,4,7,98,44,47,25
Norton city,2018,3972,1840,2132,1639,1931,105,119,6,9,99,51,49,26
Norton city,2019,3981,1864,2117,1657,1914,112,123,6,9,103,50,47,26
Petersburg city,2010,32502,15199,17303,2859,2880,11906,13894,48,56,697,559,130,182
Petersburg city,2011,32091,14873,17218,2799,2837,11612,13846,51,56,694,607,155,182
Petersburg city,2012,31996,14885,17111,2822,2829,11550,13743,58,60,674,593,153,182
Petersburg city,2013,32311,14959,17352,2874,3006,11540,13739,60,65,711,695,164,191
Petersburg city,2014,32241,14898,17343,2777,2998,11522,13738,60,63,707,701,181,210
Petersburg city,2015,31892,14646,17246,2756,2932,11262,13708,49,63,732,720,183,189
Petersburg city,2016,31380,14428,16952,2708,2918,11094,13415,49,64,720,718,191,197
Petersburg city,2017,31137,14278,16859,2695,2889,10916,13293,68,84,814,772,198,208
Petersburg city,2018,31056,14231,16825,2710,2870,10830,13279,72,81,851,743,194,206
Petersburg city,2019,31346,14347,16999,2770,2980,10840,13288,82,81,825,785,205,209
Poquoson city,2010,12148,6012,6136,5749,5850,42,43,23,19,108,120,115,157
Poquoson city,2011,12042,5952,6090,5666,5791,57,52,20,20,108,120,121,159
Poquoson city,2012,12114,5966,6148,5669,5846,62,57,21,20,131,137,116,153
Poquoson city,2013,12094,5958,6136,5649,5801,64,61,24,24,128,133,123,162
Poquoson city,2014,12009,5941,6068,5622,5745,68,65,24,21,135,135,122,156
Poquoson city,2015,12021,5955,6066,5619,5723,74,65,28,22,153,157,119,164
Poquoson city,2016,11952,5936,6016,5571,5667,78,66,29,22,145,137,120,161
Poquoson city,2017,12039,5974,6065,5607,5706,75,62,29,24,164,147,123,173
Poquoson city,2018,12169,6086,6083,5690,5708,83,64,32,23,204,178,125,175
Poquoson city,2019,12271,6152,6119,5728,5713,81,70,37,30,227,182,127,178
Portsmouth city,2010,95451,45838,49613,20196,20126,23705,27393,221,243,1623,1358,605,606
Portsmouth city,2011,95748,46069,49679,20243,20093,23815,27410,215,237,1712,1391,630,654
Portsmouth city,2012,96480,46519,49961,20340,19936,24054,27739,217,237,1812,1501,657,689
Portsmouth city,2013,96075,46292,49783,20281,19679,23903,27832,223,240,1907,1599,657,708
Portsmouth city,2014,95829,46066,49763,20060,19496,23813,27854,230,257,2072,1724,686,732
Portsmouth city,2015,96336,46319,50017,20153,19623,23926,28019,239,249,2167,1812,717,720
Portsmouth city,2016,95165,45758,49407,19706,19160,23769,27863,247,252,2207,1873,741,730
Portsmouth city,2017,94838,45605,49233,19491,18931,23774,27894,253,240,2289,2008,756,755
Portsmouth city,2018,94750,45505,49245,19369,18898,23696,27867,253,233,2321,2097,777,788
Portsmouth city,2019,94398,45256,49142,19243,18695,23531,27910,279,247,2319,2119,773,786
Radford city,2010,16430,7760,8670,6782,7571,632,679,20,13,183,205,145,215
Radford city,2011,16814,7953,8861,6929,7702,664,727,22,13,199,228,153,227
Radford city,2012,16714,7945,8769,6907,7577,663,755,17,13,220,230,154,229
Radford city,2013,17117,8119,8998,7051,7715,703,827,16,13,237,243,160,237
Radford city,2014,17392,8232,9160,7159,7829,708,848,17,15,238,260,155,245
Radford city,2015,17295,8218,9077,7130,7744,728,858,17,15,215,268,148,236
Radford city,2016,17324,8219,9105,7111,7765,734,877,27,15,225,280,148,234
Radford city,2017,17484,8314,9170,7186,7828,743,869,26,19,193,296,150,230
Radford city,2018,18101,8488,9613,7329,8187,761,932,27,20,219,318,150,234
Radford city,2019,18249,8593,9656,7410,8242,776,926,30,19,222,328,157,227
Richmond city,2010,204302,97425,106877,44476,44267,47758,57152,730,562,7171,5600,2599,2721
Richmond city,2011,206391,98446,107945,44948,44955,48259,57622,778,566,7175,5705,2532,2659
Richmond city,2012,210794,100310,110484,46048,46255,48830,58752,765,541,7270,5815,2579,2689
Richmond city,2013,213860,101588,112272,46918,47141,49221,59585,764,540,7396,5917,2578,2712
Richmond city,2014,217044,103171,113873,47778,48082,49871,60157,803,561,7593,6200,2579,2730
Richmond city,2015,220856,104709,116147,49007,49582,50222,60720,736,567,7648,6664,2565,2812
Richmond city,2016,225369,106860,118509,50857,51299,50377,61150,686,539,8133,7003,2614,2903
Richmond city,2017,227230,107842,119388,51904,52516,50233,60805,664,539,8408,7268,2661,2897
Richmond city,2018,229221,108681,120540,53277,54180,49587,60067,660,525,8682,7694,2619,2973
Richmond city,2019,230436,109317,121119,54500,55458,48819,59238,676,519,8965,7840,2681,3036
Roanoke city,2010,96720,46253,50467,30835,33251,13109,14849,212,167,3037,2321,894,936
Roanoke city,2011,96782,46324,50458,30728,33236,13195,14804,205,181,3051,2409,968,958
Roanoke city,2012,98011,46979,51032,31007,33503,13372,14928,199,170,3085,2516,1142,1117
Roanoke city,2013,98849,47326,51523,31007,33642,13534,15142,205,178,3157,2548,1277,1218
Roanoke city,2014,99427,47693,51734,31069,33530,13588,15293,224,174,3191,2618,1455,1356
Roanoke city,2015,99669,47843,51826,30824,33330,13801,15407,209,173,3264,2610,1629,1484
Roanoke city,2016,99337,47625,51712,30518,33055,13708,15423,206,182,3294,2712,1749,1552
Roanoke city,2017,98986,47351,51635,30161,32867,13678,15407,218,187,3369,2812,1821,1648
Roanoke city,2018,99009,47443,51566,30105,32688,13754,15427,230,184,3486,2923,1850,1657
Roanoke city,2019,99143,47300,51843,29923,32780,13711,15494,229,193,3565,3075,1917,1713
Salem city,2010,24895,11800,13095,10522,11717,858,946,33,42,317,297,209,225
Salem city,2011,25026,11919,13107,10587,11736,853,910,36,41,359,336,238,244
Salem city,2012,25179,12009,13170,10655,11748,851,939,35,43,388,381,263,254
Salem city,2013,25317,12042,13275,10650,11829,893,942,36,46,363,388,249,248
Salem city,2014,25428,12095,13333,10725,11880,876,929,35,49,384,401,237,246
Salem city,2015,25364,12085,13279,10678,11766,897,930,39,48,366,400,242,281
Salem city,2016,25252,12047,13205,10626,11683,909,935,40,52,397,425,239,288
Salem city,2017,25373,12105,13268,10650,11685,926,974,50,59,415,420,227,296
Salem city,2018,25293,12032,13261,10570,11637,956,990,42,60,424,421,204,297
Salem city,2019,25301,12053,13248,10572,11618,967,998,48,56,450,453,194,295
Staunton city,2010,23737,10757,12980,9078,10985,1330,1570,22,27,245,276,73,129
Staunton city,2011,24023,10741,13282,9099,11157,1298,1650,24,31,267,314,74,165
Staunton city,2012,23809,10767,13042,9125,10988,1293,1562,26,33,312,315,81,170
Staunton city,2013,24101,10794,13307,9123,11150,1284,1606,27,36,291,336,94,206
Staunton city,2014,24283,10883,13400,9176,11182,1271,1615,40,40,323,353,107,221
Staunton city,2015,24185,10991,13194,9203,11032,1307,1544,40,35,327,347,115,219
Staunton city,2016,24156,11012,13144,9210,11046,1290,1496,44,43,360,355,123,192
Staunton city,2017,24325,11142,13183,9293,11071,1310,1472,48,45,397,379,128,192
Staunton city,2018,24562,11280,13282,9387,11120,1333,1503,44,47,406,404,135,197
Staunton city,2019,24932,11463,13469,9519,11294,1358,1491,45,48,410,415,150,203
Suffolk city,2010,84813,40703,44110,22182,22626,16905,19609,143,145,1276,1192,628,808
Suffolk city,2011,84750,40697,44053,22164,22553,16857,19556,137,151,1381,1256,639,831
Suffolk city,2012,85251,41023,44228,22399,22521,16917,19751,146,158,1484,1351,665,838
Suffolk city,2013,85751,41391,44360,22581,22598,17038,19785,153,159,1599,1467,689,861
Suffolk city,2014,86882,41957,44925,22886,22887,17227,19946,161,174,1705,1599,702,884
Suffolk city,2015,88079,42634,45445,23177,23200,17450,20055,166,178,1834,1680,762,931
Suffolk city,2016,89194,43128,46066,23427,23432,17644,20348,177,181,1910,1790,790,973
Suffolk city,2017,90108,43701,46407,23706,23650,17763,20332,190,176,2028,1936,808,989
Suffolk city,2018,90975,44056,46919,23885,23792,17888,20669,194,181,2174,2033,825,992
Suffolk city,2019,92108,44720,47388,24088,23905,18271,20975,190,184,2239,2061,847,1008
Virginia Beach city,2010,438859,215008,223851,151124,153580,42197,46011,980,972,14444,14858,13047,15181
Virginia Beach city,2011,442583,216921,225662,152484,154700,42307,46116,990,973,15194,15570,13247,15567
Virginia Beach city,2012,445044,218437,226607,153412,154961,42466,46205,985,982,15831,16044,13478,15992
Virginia Beach city,2013,447706,220118,227588,153965,155112,42993,46293,1010,975,16533,16645,13822,16334
Virginia Beach city,2014,448864,220644,228220,153904,154929,43175,46547,1021,989,17194,17191,14134,16703
Virginia Beach city,2015,450304,221526,228778,153680,154527,43518,46763,1009,982,17752,17555,14533,17125
Virginia Beach city,2016,450983,221683,229300,153042,154270,43771,47147,1039,1019,18132,18113,14844,17504
Virginia Beach city,2017,449896,220937,228959,151978,153581,43681,47022,1069,1025,18457,18267,15052,17784
Virginia Beach city,2018,449849,220961,228888,151370,152945,43761,47172,1042,1043,18851,18563,15443,18053
Virginia Beach city,2019,449974,220738,229236,150591,152591,43770,47391,1021,1045,19188,19047,15753,18329
Waynesboro city,2010,20993,9985,11008,8513,9322,1072,1229,40,37,767,552,73,93
Waynesboro city,2011,21103,10032,11071,8496,9329,1114,1261,39,39,786,578,76,100
Waynesboro city,2012,21066,9971,11095,8416,9319,1133,1285,42,40,763,613,83,107
Waynesboro city,2013,21167,10020,11147,8434,9334,1146,1305,48,50,779,602,86,106
Waynesboro city,2014,21305,10133,11172,8483,9359,1175,1294,48,54,814,665,113,119
Waynesboro city,2015,21542,10237,11305,8481,9358,1245,1359,56,59,834,719,132,148
Waynesboro city,2016,21757,10399,11358,8544,9319,1308,1413,56,57,889,802,146,160
Waynesboro city,2017,22242,10679,11563,8717,9399,1361,1499,65,64,943,883,172,195
Waynesboro city,2018,22531,10774,11757,8755,9484,1410,1578,65,64,981,923,180,188
Waynesboro city,2019,22630,10842,11788,8778,9487,1437,1603,73,64,984,982,192,202
Williamsburg city,2010,13727,6446,7281,4927,5514,929,1078,25,21,474,475,393,427
Williamsburg city,2011,14109,6578,7531,4998,5644,972,1161,26,21,488,499,402,452
Williamsburg city,2012,14526,6726,7800,5124,5827,980,1196,31,27,554,511,400,490
Williamsburg city,2013,14617,6782,7835,5135,5853,1007,1186,31,28,562,524,405,510
Williamsburg city,2014,14580,6779,7801,5098,5794,1037,1191,31,24,530,519,409,537
Williamsburg city,2015,14800,6803,7997,5078,5851,1063,1259,34,25,520,545,418,573
Williamsburg city,2016,14884,6821,8063,5098,5901,1056,1305,38,28,516,521,415,540
Williamsburg city,2017,14994,6850,8144,5071,5921,1099,1329,35,32,513,515,438,566
Williamsburg city,2018,15002,6893,8109,5101,5882,1096,1340,44,34,528,535,418,539
Williamsburg city,2019,14954,6881,8073,5120,5893,1079,1312,49,37,537,532,400,522
Winchester city,2010,26150,12867,13283,10557,10995,1523,1481,114,93,2274,1746,330,366
Winchester city,2011,26660,13140,13520,10733,11194,1580,1476,114,90,2375,1838,339,373
Winchester city,2012,27008,13327,13681,10934,11358,1533,1465,120,101,2452,1946,346,380
Winchester city,2013,27321,13433,13888,10964,11473,1570,1500,118,106,2474,1983,348,398
Winchester city,2014,27382,13488,13894,10950,11448,1617,1519,122,116,2481,2075,359,390
Winchester city,2015,27480,13517,13963,10917,11511,1657,1509,120,119,2529,2165,374,386
Winchester city,2016,27785,13651,14134,11027,11589,1648,1552,117,122,2606,2257,382,403
Winchester city,2017,28178,13855,14323,11156,11719,1692,1591,126,120,2642,2358,376,390
Winchester city,2018,27962,13693,14269,11055,11671,1618,1553,122,126,2675,2427,398,406
Winchester city,2019,28078,13812,14266,11167,11695,1632,1542,119,126,2699,2428,390,408
