,County,Percent_Overall,Disparity_White_Male,Disparity_White_Female,Disparity_Black_Male,Disparity_Black_Female,Disparity_Hispanic_Male,Disparity_Hispanic_Female,Disparity_Asian_Pac_Male,Disparity_Asian_Pac_Female,year
728,Northumberland County,0.293,-0.113,-0.203,1.217,-0.168,-0.293,-0.293,-0.293,-0.293,2017
729,Nottoway County,0.24,0.018000000000000002,-0.075,0.246,-0.24,0.016,-0.24,-0.24,-0.24,2017
730,Orange County,0.156,-0.017,-0.09,0.8029999999999999,-0.07200000000000001,-0.156,-0.156,-0.156,-0.156,2017
731,Page County,0.28600000000000003,-0.001,-0.113,4.11,1.0590000000000002,0.126,-0.28600000000000003,-0.28600000000000003,-0.28600000000000003,2017
732,Patrick County,0.469,0.076,-0.252,2.826,-0.253,0.5479999999999999,-0.469,-0.469,-0.469,2017
733,Pittsylvania County,0.14400000000000002,-0.001,-0.076,0.373,-0.1,-0.14400000000000002,-0.14400000000000002,1.274,0.424,2017
734,Powhatan County,0.125,-0.024,-0.052000000000000005,0.623,-0.125,-0.125,-0.125,1.208,-0.125,2017
735,Prince Edward County,0.243,0.059,-0.158,0.364,-0.166,-0.243,-0.243,1.344,-0.243,2017
736,Prince George County,0.097,-0.023,-0.005,0.14,-0.078,-0.097,-0.097,-0.097,-0.097,2017
737,Prince William County,0.08,0.026,-0.005,0.08900000000000001,-0.053,-0.078,-0.08,-0.08,-0.08,2017
738,Pulaski County,0.526,0.071,-0.255,3.12,0.239,-0.526,-0.526,-0.526,-0.526,2017
739,Rappahannock County,0.068,-0.008,0.019,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,2017
740,Richmond County,0.405,-0.02,-0.195,0.41,0.033,-0.405,-0.405,-0.405,-0.405,2017
741,Roanoke County,0.196,0.042,-0.122,1.436,0.115,-0.059,-0.196,-0.196,-0.196,2017
742,Rockbridge County,0.401,0.036000000000000004,-0.224,5.358,0.18,0.028,-0.401,-0.401,-0.401,2017
743,Rockingham County,0.13699999999999998,-0.008,-0.044,1.846,0.242,-0.13699999999999998,-0.13699999999999998,-0.13699999999999998,-0.13699999999999998,2017
744,Russell County,0.403,0.006999999999999999,-0.151,9.367,2.51,-0.403,-0.403,2.627,-0.403,2017
745,Scott County,0.242,-0.037000000000000005,-0.092,10.377,4.2360000000000015,-0.242,-0.242,-0.242,-0.242,2017
746,Shenandoah County,0.337,-0.05,-0.106,5.086,1.052,-0.337,-0.337,-0.337,-0.337,2017
747,Smyth County,0.42,-0.012,-0.227,6.799,3.354,-0.42,-0.42,-0.42,-0.42,2017
748,Southampton County,0.101,0.02,-0.045,0.145,-0.101,-0.101,-0.101,-0.101,-0.101,2017
749,Spotsylvania County,0.218,0.032,-0.069,0.442,-0.129,-0.157,-0.218,-0.218,-0.218,2017
750,Stafford County,0.279,0.062,-0.095,0.496,-0.17800000000000002,-0.227,-0.279,-0.279,-0.279,2017
751,Surry County,0.138,0.085,-0.021,0.014,-0.071,-0.138,-0.138,-0.138,-0.138,2017
752,Sussex County,0.264,0.278,0.029,-0.116,-0.1,-0.264,-0.264,-0.264,-0.264,2017
753,Tazewell County,0.654,-0.034,-0.294,6.994,0.602,1.483,-0.654,0.092,-0.654,2017
754,Warren County,0.274,-0.033,-0.129,2.995,0.37,-0.274,-0.274,-0.274,-0.274,2017
755,Washington County,0.264,-0.012,-0.11,5.728,2.182,-0.264,-0.264,-0.264,-0.264,2017
756,Westmoreland County,0.305,0.012,-0.194,0.8240000000000001,-0.223,-0.305,-0.305,1.166,-0.305,2017
757,Wise County,0.386,-0.122,-0.24,3.01,2.344,-0.386,-0.386,0.88,-0.386,2017
758,Wythe County,0.257,-0.092,-0.121,6.952000000000001,0.231,-0.257,-0.257,-0.257,-0.257,2017
759,York County,0.07200000000000001,0.017,-0.049,0.359,-0.051,-0.07200000000000001,-0.07200000000000001,-0.07200000000000001,-0.07200000000000001,2017
760,Alexandria city,0.019,-0.002,-0.012,0.049,-0.003,-0.012,-0.019,0.003,-0.019,2017
761,Bristol city,0.267,0.093,-0.119,0.94,-0.045,-0.267,-0.267,-0.267,-0.267,2017
762,Buena Vista city,0.355,0.093,-0.292,3.512,0.28600000000000003,-0.355,-0.355,-0.355,-0.355,2017
763,Charlottesville city,0.223,0.066,-0.094,0.584,-0.16,-0.223,-0.223,-0.223,-0.223,2017
764,Chesapeake city,0.206,0.028,-0.092,0.373,-0.123,-0.193,-0.206,-0.206,-0.206,2017
765,Colonial Heights city,0.396,-0.09,-0.213,2.269,-0.194,-0.396,-0.396,-0.396,-0.396,2017
766,Covington city,,,,,,,,,,2017
767,Danville city,0.529,0.273,-0.277,0.522,-0.34700000000000003,-0.529,-0.529,0.185,-0.529,2017
768,Emporia city,,,,,,,,,,2017
769,Fairfax city,,,,,,,,,,2017
770,Falls Church city,0.006999999999999999,-0.006999999999999999,-0.006999999999999999,-0.006999999999999999,0.292,-0.006999999999999999,-0.006999999999999999,-0.006999999999999999,-0.006999999999999999,2017
771,Franklin city,0.7120000000000001,0.5660000000000001,0.26,0.163,-0.563,-0.7120000000000001,-0.7120000000000001,-0.7120000000000001,-0.7120000000000001,2017
772,Fredericksburg city,0.365,0.21600000000000005,-0.066,0.16699999999999998,-0.28300000000000003,-0.3,-0.365,-0.365,-0.365,2017
773,Galax city,1.188,0.328,-0.645,5.195,-0.736,-0.977,-1.188,1.753,-1.188,2017
774,Hampton city,0.229,0.242,0.04,0.021,-0.202,-0.103,-0.229,-0.028,-0.17600000000000002,2017
775,Harrisonburg city,0.235,0.044,-0.085,1.0659999999999998,-0.19,-0.235,-0.235,-0.235,-0.235,2017
776,Hopewell city,0.529,0.304,-0.118,0.405,-0.415,-0.42,-0.529,-0.529,-0.529,2017
777,Lexington city,,,,,,,,,,2017
778,Lynchburg city,0.255,0.023,-0.116,0.545,-0.174,-0.194,-0.255,-0.255,-0.255,2017
779,Manassas city,0.187,0.069,-0.027000000000000003,0.142,-0.094,-0.187,-0.187,-0.187,-0.187,2017
780,Manassas Park city,,,,,,,,,,2017
781,Martinsville city,,,,,,,,,,2017
782,Newport News city,0.192,0.096,-0.05,0.197,-0.16699999999999998,-0.168,-0.192,-0.121,-0.135,2017
783,Norfolk city,0.33,0.154,-0.014,0.183,-0.235,-0.321,-0.318,-0.269,-0.33,2017
784,Norton city,0.7659999999999999,-0.086,-0.6609999999999999,8.849,4.073,-0.7659999999999999,-0.7659999999999999,-0.7659999999999999,3.234,2017
785,Petersburg city,0.861,3.406,1.666,-0.302,-0.748,-0.738,-0.731,-0.35600000000000004,-0.861,2017
786,Poquoson city,0.133,-0.026,-0.115,7.867000000000001,4.706,-0.133,-0.133,-0.133,-0.133,2017
787,Portsmouth city,0.428,0.629,0.127,-0.125,-0.35600000000000004,-0.341,-0.428,-0.29600000000000004,-0.428,2017
788,Radford city,0.36,0.03,-0.105,1.39,-0.13,-0.36,-0.36,-0.36,-0.36,2017
789,Richmond city,0.212,0.056,-0.098,0.268,-0.154,-0.188,-0.212,-0.174,-0.177,2017
790,Roanoke city,0.397,0.193,-0.102,0.341,-0.326,-0.397,-0.397,-0.287,-0.397,2017
791,Salem city,0.307,0.04,-0.162,1.961,-0.102,-0.307,-0.307,0.134,-0.307,2017
792,Staunton city,0.555,0.058,-0.266,1.964,-0.079,-0.303,-0.29100000000000004,0.226,-0.034,2017
793,Suffolk city,0.259,0.083,-0.043,0.18,-0.161,-0.16,-0.259,-0.259,-0.259,2017
794,Virginia Beach city,0.149,0.004,-0.064,0.446,-0.068,-0.127,-0.149,-0.142,-0.149,2017
795,Waynesboro city,0.301,-0.095,-0.21600000000000005,2.271,0.033,-0.301,-0.301,-0.301,-0.301,2017
796,Williamsburg city,,,,,,,,,,2017
797,Winchester city,0.35100000000000003,0.061,-0.223,1.54,-0.037000000000000005,-0.35100000000000003,-0.35100000000000003,-0.35100000000000003,-0.35100000000000003,2017
798,Accomack County,0.09,-0.064,0.015,0.2,-0.07,-0.09,-0.09,-0.09,-0.09,2012
799,Albemarle County,0.065,-0.013,-0.049,0.7170000000000001,-0.046,-0.065,-0.065,-0.065,-0.065,2012
800,Alleghany County,0.237,-0.141,-0.093,4.367,0.304,-0.237,-0.237,-0.237,-0.237,2012
801,Amelia County,0.196,0.057,-0.113,0.409,-0.13,-0.196,-0.196,-0.196,-0.196,2012
802,Amherst County,0.129,0.029,-0.099,0.4270000000000001,-0.097,-0.129,-0.129,-0.129,0.718,2012
803,Appomattox County,0.151,-0.013,-0.118,0.6779999999999999,-0.08800000000000001,-0.151,-0.151,-0.151,-0.151,2012
804,Arlington County,0.026,0.008,-0.01,0.134,-0.026,-0.026,-0.026,-0.026,-0.026,2012
805,Augusta County,0.087,-0.015,-0.058,1.196,0.336,-0.087,-0.087,-0.087,-0.087,2012
806,Bath County,0.172,0.014,-0.172,1.897,0.939,-0.172,-0.172,-0.172,-0.172,2012
807,Bedford County,0.08199999999999999,-0.011,-0.024,0.456,-0.006999999999999999,0.064,-0.08199999999999999,-0.08199999999999999,-0.08199999999999999,2012
808,Bland County,0.06,-0.031,-0.06,0.955,3.065,-0.06,-0.06,-0.06,-0.06,2012
809,Botetourt County,0.057,-0.018000000000000002,-0.032,1.117,0.14300000000000002,0.415,-0.057,-0.057,-0.057,2012
810,Brunswick County,0.047,0.12,-0.018000000000000002,-0.028,-0.047,-0.047,-0.047,-0.047,-0.047,2012
811,Buchanan County,0.08,-0.028,-0.028,1.081,-0.08,-0.08,-0.08,-0.08,-0.08,2012
812,Buckingham County,0.094,-0.006999999999999999,-0.054000000000000006,0.13699999999999998,-0.054000000000000006,-0.094,-0.094,-0.094,-0.094,2012
813,Campbell County,0.14800000000000002,0.02,-0.071,0.465,-0.123,-0.14800000000000002,-0.14800000000000002,0.25,-0.14800000000000002,2012
814,Caroline County,0.359,0.172,-0.103,0.182,-0.24,-0.17600000000000002,-0.359,-0.359,-0.359,2012
815,Carroll County,0.094,-0.053,-0.06,12.17,3.031,0.135,-0.094,-0.094,-0.094,2012
816,Charles City County,0.084,0.107,-0.014,0.037000000000000005,-0.084,-0.084,-0.084,-0.084,-0.084,2012
817,Charlotte County,0.105,0.084,-0.058,0.01,-0.105,0.562,-0.105,-0.105,-0.105,2012
818,Chesterfield County,0.134,0.004,-0.063,0.361,-0.077,-0.126,-0.125,-0.134,-0.134,2012
819,Clarke County,0.091,-0.029,-0.014,0.964,-0.091,-0.091,-0.091,-0.091,-0.091,2012
820,Craig County,0.156,0.003,-0.117,24.844,19.844,-0.156,-0.156,-0.156,-0.156,2012
821,Culpeper County,0.115,-0.025,-0.047,0.428,-0.03,-0.115,-0.115,-0.115,-0.115,2012
822,Cumberland County,0.061,0.035,-0.03,0.075,-0.061,-0.061,-0.061,-0.061,-0.061,2012
823,Dickenson County,0.299,-0.006,-0.195,47.849,5.7620000000000005,1.519,-0.299,-0.299,-0.299,2012
824,Dinwiddie County,0.081,0.006,0.018000000000000002,0.01,-0.06,-0.081,-0.081,1.643,-0.081,2012
825,Essex County,0.21600000000000005,0.181,-0.127,0.091,-0.129,-0.21600000000000005,-0.21600000000000005,-0.21600000000000005,-0.21600000000000005,2012
826,Fairfax County,0.012,-0.002,-0.004,0.078,0.006,-0.012,-0.012,-0.012,-0.012,2012
827,Fauquier County,0.117,-0.01,-0.063,0.7859999999999999,0.064,-0.117,-0.117,0.122,-0.117,2012
828,Floyd County,0.253,-0.093,-0.145,11.977,1.108,-0.253,-0.253,-0.253,-0.253,2012
829,Fluvanna County,0.12,-0.029,-0.058,0.616,-0.034,0.124,-0.12,-0.12,-0.12,2012
830,Franklin County,0.208,-0.031,-0.118,1.66,0.049,-0.081,-0.208,-0.208,-0.208,2012
831,Frederick County,0.161,0.022,-0.086,1.351,0.028,-0.126,-0.161,-0.161,-0.161,2012
832,Giles County,0.235,-0.149,-0.211,19.12,4.604,-0.235,-0.235,2.329,-0.235,2012
833,Gloucester County,0.095,-0.014,-0.028,0.5660000000000001,-0.031,-0.095,-0.095,-0.095,-0.095,2012
834,Goochland County,0.094,-0.01,-0.024,0.22,-0.04,-0.094,-0.094,-0.094,-0.094,2012
835,Grayson County,0.172,-0.005,-0.078,4.02,-0.172,-0.172,-0.172,-0.172,-0.172,2012
836,Greene County,0.117,-0.057,-0.07,1.809,0.049,-0.117,-0.117,-0.117,-0.117,2012
837,Greensville County,0.204,0.231,0.02,-0.022,-0.204,-0.204,-0.204,-0.204,-0.204,2012
838,Halifax County,0.196,0.153,-0.064,0.018000000000000002,-0.182,-0.196,-0.196,-0.196,-0.196,2012
839,Hanover County,0.11,0.018000000000000002,-0.047,0.385,-0.08900000000000001,-0.11,-0.11,0.043,-0.11,2012
840,Henrico County,0.171,0.048,-0.071,0.317,-0.115,-0.171,-0.171,-0.163,-0.171,2012
841,Henry County,0.316,0.013,-0.109,0.615,-0.251,-0.177,-0.316,-0.316,-0.316,2012
842,Highland County,0.045,0.047,-0.045,-0.045,-0.045,-0.045,-0.045,-0.045,-0.045,2012
843,Isle of Wight County,0.099,0.011,-0.068,0.249,-0.034,-0.099,-0.099,-0.099,-0.099,2012
844,James City County,0.134,-0.017,-0.103,0.787,0.092,-0.134,-0.134,-0.134,-0.134,2012
845,King and Queen County,0.228,0.059,-0.18600000000000005,0.329,-0.025,0.481,-0.228,-0.228,-0.228,2012
846,King George County,0.171,-0.057,-0.118,0.955,-0.126,-0.171,-0.171,-0.171,-0.171,2012
847,King William County,0.081,-0.016,-0.018000000000000002,0.303,-0.081,-0.081,-0.081,-0.081,-0.081,2012
848,Lancaster County,0.18,0.011,-0.083,0.434,-0.18,-0.18,-0.18,-0.18,-0.18,2012
849,Lee County,0.26,-0.02,-0.084,1.161,-0.26,0.583,-0.26,-0.26,-0.26,2012
850,Loudoun County,0.024,-0.002,-0.013,0.249,0.03,-0.024,-0.024,-0.024,-0.024,2012
851,Louisa County,0.149,-0.013,-0.127,0.655,0.086,-0.149,-0.149,-0.149,-0.149,2012
852,Lunenburg County,0.071,0.049,0.033,-0.071,-0.071,-0.071,-0.071,-0.071,-0.071,2012
853,Madison County,0.13699999999999998,-0.01,-0.052000000000000005,0.607,0.025,-0.13699999999999998,-0.13699999999999998,-0.13699999999999998,-0.13699999999999998,2012
854,Mathews County,0.146,-0.015,0.002,0.3720000000000001,-0.146,-0.146,-0.146,-0.146,-0.146,2012
855,Mecklenburg County,0.117,0.157,-0.028,-0.099,-0.1,-0.117,-0.117,-0.117,-0.117,2012
856,Middlesex County,0.267,-0.101,-0.199,1.103,0.268,-0.267,-0.267,-0.267,-0.267,2012
857,Montgomery County,0.044,-0.009000000000000001,-0.024,0.835,0.013,-0.044,-0.044,-0.044,-0.044,2012
858,Nelson County,0.081,-0.048,-0.034,0.617,0.018000000000000002,-0.081,-0.081,-0.081,-0.081,2012
859,New Kent County,0.08900000000000001,-0.026,-0.063,0.495,0.077,-0.08900000000000001,-0.08900000000000001,-0.08900000000000001,-0.08900000000000001,2012
860,Northampton County,0.098,0.038,0.009000000000000001,0.054000000000000006,-0.098,-0.098,-0.098,-0.098,-0.098,2012
861,Northumberland County,0.217,0.051,-0.152,0.322,0.027000000000000003,-0.217,-0.217,-0.217,-0.217,2012
862,Nottoway County,0.165,0.066,-0.096,0.153,-0.129,-0.165,-0.165,-0.165,-0.165,2012
863,Orange County,0.125,0.046,-0.104,0.472,-0.036000000000000004,-0.125,-0.125,-0.125,-0.125,2012
864,Page County,0.214,-0.098,-0.146,10.312,0.695,-0.214,-0.214,-0.214,-0.214,2012
865,Patrick County,0.218,0.131,-0.16,0.7240000000000001,-0.218,-0.218,-0.218,-0.218,-0.218,2012
866,Pittsylvania County,0.119,0.033,-0.02,0.046,-0.077,-0.119,-0.119,-0.119,-0.119,2012
867,Powhatan County,0.078,0.027000000000000003,-0.035,0.039,0.009000000000000001,-0.078,-0.078,-0.078,-0.078,2012
868,Prince Edward County,0.155,0.073,-0.031,0.033,-0.079,-0.155,-0.155,-0.155,-0.155,2012
869,Prince George County,0.07,0.012,-0.014,0.067,-0.07,-0.07,-0.07,-0.07,-0.07,2012
870,Prince William County,0.055,0.015,-0.002,0.067,-0.034,-0.055,-0.055,-0.055,-0.055,2012
871,Pulaski County,0.518,0.13,-0.272,2.9560000000000004,-0.051,-0.126,-0.518,-0.518,-0.518,2012
872,Rappahannock County,0.067,0.079,-0.067,-0.067,-0.067,-0.067,-0.067,-0.067,-0.067,2012
873,Richmond County,0.297,-0.015,-0.159,0.422,-0.189,-0.297,-0.297,-0.297,-0.297,2012
874,Roanoke County,0.071,-0.003,-0.048,0.976,0.005,-0.071,-0.071,-0.071,-0.071,2012
875,Rockbridge County,0.152,-0.114,-0.133,8.126,0.475,-0.152,-0.152,-0.152,-0.152,2012
876,Rockingham County,0.113,-0.024,-0.026,2.454,0.051,-0.113,-0.113,-0.113,-0.113,2012
877,Russell County,0.38,0.08199999999999999,-0.184,8.953,2.62,-0.38,-0.38,-0.38,-0.38,2012
878,Scott County,0.606,-0.304,-0.384,72.02600000000002,11.061,0.701,-0.606,3.939,-0.606,2012
879,Shenandoah County,0.096,0.015,-0.062,1.838,0.162,-0.096,-0.096,-0.096,-0.096,2012
880,Smyth County,0.207,-0.041,-0.175,8.554,1.327,0.114,-0.207,-0.207,-0.207,2012
881,Southampton County,0.097,-0.011,-0.079,0.14800000000000002,-0.003,-0.097,-0.097,-0.097,-0.097,2012
882,Spotsylvania County,0.118,-0.037000000000000005,-0.078,0.662,-0.028,-0.098,-0.118,-0.049,-0.118,2012
883,Stafford County,0.14400000000000002,-0.049,-0.083,0.725,-0.059,-0.14400000000000002,-0.14400000000000002,-0.14400000000000002,-0.14400000000000002,2012
884,Surry County,0.117,0.045,-0.06,0.091,-0.117,-0.117,-0.117,-0.117,-0.117,2012
885,Sussex County,0.193,0.14400000000000002,-0.097,0.041,-0.119,-0.193,-0.193,-0.193,-0.193,2012
886,Tazewell County,0.56,-0.057,-0.359,8.55,0.958,2.6660000000000004,-0.56,0.116,-0.56,2012
887,Warren County,0.166,0.036000000000000004,-0.086,1.157,0.06,-0.166,-0.166,-0.166,-0.166,2012
888,Washington County,0.261,-0.045,-0.162,12.53,0.97,-0.261,-0.261,-0.261,-0.261,2012
889,Westmoreland County,0.24,-0.002,-0.158,0.539,-0.084,-0.24,-0.24,2.086,-0.24,2012
890,Wise County,0.337,-0.211,-0.243,4.169,4.944,0.355,-0.337,-0.337,-0.337,2012
891,Wythe County,0.245,-0.142,-0.217,9.332,2.147,0.32,-0.245,-0.245,-0.245,2012
892,York County,0.064,-0.009000000000000001,-0.029,0.247,0.024,-0.005,-0.064,-0.064,-0.064,2012
893,Alexandria city,0.011,0.004,0.005,-0.005,-0.011,-0.011,-0.011,-0.011,-0.011,2012
894,Bristol city,0.181,-0.102,-0.076,2.862,0.265,-0.181,-0.181,-0.181,-0.181,2012
895,Buena Vista city,0.222,-0.152,-0.222,7.292000000000002,-0.222,-0.222,-0.222,-0.222,-0.222,2012
896,Charlottesville city,0.121,-0.016,-0.071,0.477,0.009000000000000001,-0.121,-0.121,-0.121,-0.121,2012
897,Chesapeake city,0.163,-0.02,-0.11,0.42,-0.052000000000000005,-0.163,-0.163,-0.163,-0.163,2012
898,Colonial Heights city,0.23,0.01,-0.16399999999999998,1.54,0.035,-0.23,-0.23,-0.23,-0.23,2012
899,Covington city,,,,,,,,,,2012
900,Danville city,0.436,-0.059,-0.235,0.721,-0.281,-0.436,-0.436,-0.436,-0.436,2012
901,Emporia city,,,,,,,,,,2012
902,Fairfax city,,,,,,,,,,2012
903,Falls Church city,0.053,0.041,-0.016,-0.053,-0.053,-0.053,-0.053,-0.053,-0.053,2012
904,Franklin city,0.448,0.373,-0.103,0.348,-0.375,-0.448,-0.448,-0.448,-0.448,2012
905,Fredericksburg city,0.239,0.006,-0.111,0.723,-0.154,-0.239,-0.239,-0.239,-0.239,2012
906,Galax city,0.642,-0.153,-0.311,5.693,1.5319999999999998,-0.642,-0.642,-0.642,-0.642,2012
907,Hampton city,0.152,0.146,-0.041,0.081,-0.13,-0.123,-0.152,-0.08199999999999999,-0.152,2012
908,Harrisonburg city,0.187,0.014,-0.096,1.28,-0.085,-0.165,-0.187,-0.187,-0.187,2012
909,Hopewell city,0.403,0.183,-0.163,0.3670000000000001,-0.236,-0.276,-0.403,-0.403,-0.403,2012
910,Lexington city,,,,,,,,,,2012
911,Lynchburg city,0.248,0.057,-0.102,0.426,-0.173,-0.16899999999999998,-0.248,-0.248,-0.16,2012
912,Manassas city,0.099,0.027000000000000003,-0.039,0.236,-0.035,-0.099,-0.099,-0.099,-0.099,2012
913,Manassas Park city,,,,,,,,,,2012
914,Martinsville city,,,,,,,,,,2012
915,Newport News city,0.184,0.064,-0.07200000000000001,0.184,-0.109,-0.171,-0.184,-0.025,-0.184,2012
916,Norfolk city,0.134,0.03,-0.039,0.146,-0.101,-0.095,-0.12,-0.134,-0.134,2012
917,Norton city,0.315,-0.257,-0.264,7.122999999999998,1.036,-0.315,-0.315,-0.315,-0.315,2012
918,Petersburg city,0.594,2.028,0.7490000000000001,0.012,-0.55,-0.446,-0.594,-0.594,-0.594,2012
919,Poquoson city,0.091,-0.038,-0.07400000000000001,11.199000000000002,-0.091,-0.091,-0.091,-0.091,-0.091,2012
920,Portsmouth city,0.361,0.027000000000000003,-0.125,0.421,-0.264,-0.306,-0.361,-0.209,-0.361,2012
921,Radford city,0.413,-0.008,-0.281,3.659,-0.14800000000000002,0.042,-0.413,0.236,-0.413,2012
922,Richmond city,0.198,0.039,-0.086,0.246,-0.135,-0.184,-0.198,-0.198,-0.198,2012
923,Roanoke city,0.264,0.02,-0.112,0.454,-0.13699999999999998,-0.134,-0.264,-0.17600000000000002,-0.264,2012
924,Salem city,0.187,-0.009000000000000001,-0.076,1.341,-0.081,-0.187,-0.187,0.193,-0.187,2012
925,Staunton city,0.227,-0.063,-0.145,1.629,0.093,-0.227,-0.227,-0.227,-0.227,2012
926,Suffolk city,0.218,0.041,-0.103,0.284,-0.147,-0.151,-0.218,-0.218,-0.218,2012
927,Virginia Beach city,0.039,-0.008,-0.02,0.154,-0.017,-0.033,-0.039,-0.032,-0.039,2012
928,Waynesboro city,0.185,-0.09,-0.078,1.227,0.204,-0.185,-0.185,-0.185,-0.185,2012
929,Williamsburg city,,,,,,,,,,2012
930,Winchester city,0.455,0.121,-0.12,0.784,-0.25,-0.455,-0.455,-0.455,-0.455,2012
931,Accomack County,0.14300000000000002,0.011,-0.055,0.287,-0.123,-0.14300000000000002,-0.14300000000000002,-0.14300000000000002,-0.14300000000000002,2015
932,Albemarle County,0.086,-0.002,-0.035,0.426,-0.01,0.012,-0.086,-0.086,-0.086,2015
933,Alleghany County,0.7709999999999999,-0.071,-0.431,9.856,1.047,-0.7709999999999999,-0.7709999999999999,-0.7709999999999999,-0.7709999999999999,2015
934,Amelia County,0.266,0.065,-0.182,0.764,-0.266,0.229,-0.266,-0.266,-0.266,2015
935,Amherst County,0.226,0.002,-0.115,0.6859999999999999,-0.129,-0.226,-0.226,-0.226,-0.226,2015
936,Appomattox County,0.168,-0.066,-0.087,0.742,-0.04,-0.168,-0.168,-0.168,-0.168,2015
937,Arlington County,0.056,-0.0,-0.037000000000000005,0.418,0.055,-0.051,-0.056,-0.056,-0.056,2015
938,Augusta County,0.136,-0.05,-0.093,2.157,0.584,-0.136,-0.136,0.333,-0.136,2015
939,Bath County,0.157,-0.061,-0.109,2.151,1.048,-0.157,-0.157,-0.157,-0.157,2015
940,Bedford County,0.157,-0.044,-0.109,1.795,0.17,0.094,-0.157,0.314,-0.157,2015
941,Bland County,0.153,-0.033,-0.014,0.8270000000000001,-0.153,-0.153,-0.153,-0.153,-0.153,2015
942,Botetourt County,0.129,-0.026,-0.098,3.064,0.484,-0.129,-0.129,-0.129,-0.129,2015
943,Brunswick County,0.267,0.14400000000000002,-0.151,0.159,-0.22,0.202,0.508,-0.267,-0.267,2015
944,Buchanan County,0.396,-0.129,-0.32299999999999995,7.3610000000000015,5.099,0.809,-0.396,-0.396,-0.396,2015
945,Buckingham County,0.235,-0.043,-0.135,0.353,-0.07200000000000001,-0.235,-0.235,-0.235,-0.235,2015
946,Campbell County,0.146,-0.001,-0.078,0.595,-0.07400000000000001,-0.146,-0.146,-0.146,-0.146,2015
947,Caroline County,0.378,0.113,-0.21,0.674,-0.307,-0.378,-0.378,-0.378,-0.378,2015
948,Carroll County,0.124,0.029,-0.097,5.614,2.44,-0.124,-0.124,-0.124,-0.124,2015
949,Charles City County,0.17,-0.041,0.101,0.085,-0.112,-0.17,1.392,-0.17,-0.17,2015
950,Charlotte County,0.246,0.061,-0.102,0.292,-0.191,-0.246,-0.246,-0.246,-0.246,2015
951,Chesterfield County,0.141,0.027000000000000003,-0.058,0.294,-0.101,-0.113,-0.141,-0.124,-0.141,2015
952,Clarke County,0.084,0.008,-0.069,1.162,-0.084,0.196,-0.084,-0.084,-0.084,2015
953,Craig County,0.156,-0.156,-0.077,62.344,19.844,-0.156,-0.156,-0.156,-0.156,2015
954,Culpeper County,0.188,0.043,-0.113,0.514,-0.075,-0.188,-0.188,-0.188,-0.188,2015
955,Cumberland County,0.195,0.028,-0.009000000000000001,0.159,-0.135,-0.195,-0.195,-0.195,-0.195,2015
956,Dickenson County,0.434,-0.116,-0.246,65.355,5.627000000000002,1.128,-0.434,-0.434,-0.434,2015
957,Dinwiddie County,0.085,0.037000000000000005,-0.03,0.03,-0.023,-0.085,-0.085,-0.085,-0.085,2015
958,Essex County,0.297,0.034,0.005,0.271,-0.21,-0.297,-0.297,-0.297,-0.297,2015
959,Fairfax County,0.015,0.001,-0.005,0.097,0.002,-0.015,-0.015,-0.015,-0.015,2015
960,Fauquier County,0.114,0.006999999999999999,-0.051,0.6609999999999999,-0.077,-0.114,-0.114,-0.114,-0.114,2015
961,Floyd County,0.309,-0.083,-0.214,10.429,3.613,-0.309,-0.309,2.469,-0.309,2015
962,Fluvanna County,0.153,-0.001,-0.07400000000000001,0.581,-0.068,0.09,-0.153,1.129,-0.153,2015
963,Franklin County,0.311,-0.02,-0.163,2.197,-0.13699999999999998,-0.179,-0.311,-0.311,0.35600000000000004,2015
964,Frederick County,0.26,-0.026,-0.104,2.8,0.116,-0.23,-0.26,-0.26,-0.26,2015
965,Giles County,0.459,0.046,-0.241,11.755,2.083,-0.459,-0.459,-0.459,-0.459,2015
966,Gloucester County,0.246,0.009000000000000001,-0.13699999999999998,1.4509999999999998,0.141,-0.246,-0.246,-0.246,-0.246,2015
967,Goochland County,0.117,-0.025,-0.006,0.193,-0.064,-0.117,-0.117,-0.117,-0.117,2015
968,Grayson County,0.125,-0.03,-0.098,1.324,0.41,-0.125,-0.125,-0.125,-0.125,2015
969,Greene County,0.146,-0.038,-0.077,1.521,0.187,-0.146,-0.146,-0.146,-0.146,2015
970,Greensville County,0.272,0.013,-0.099,0.193,-0.272,-0.272,-0.272,-0.272,-0.272,2015
971,Halifax County,0.348,0.105,-0.158,0.401,-0.246,-0.084,-0.348,-0.348,-0.348,2015
972,Hanover County,0.147,-0.002,-0.096,1.08,-0.004,-0.147,-0.147,-0.147,-0.147,2015
973,Henrico County,0.195,0.03,-0.091,0.446,-0.128,-0.151,-0.195,-0.188,-0.195,2015
974,Henry County,0.578,-0.027000000000000003,-0.275,1.594,-0.412,-0.51,-0.578,0.067,-0.578,2015
975,Highland County,0.091,-0.091,-0.091,8.242,12.409,-0.091,-0.091,-0.091,-0.091,2015
976,Isle of Wight County,0.138,-0.055,-0.048,0.423,-0.026,-0.138,-0.138,-0.138,-0.138,2015
977,James City County,0.184,0.006,-0.112,0.893,-0.086,-0.184,-0.134,-0.184,-0.184,2015
978,King and Queen County,0.423,-0.022,-0.298,1.233,-0.212,-0.423,-0.423,-0.423,-0.423,2015
